ReportId,RepCode,Name - Native,Name - English,Dir,PPA_Cutoff,Top_Cutoff,Type,Restrictions?,Region,SubRegionID,Country,NewCode,Keywords,Name_Native_Letter,Name_Native_Companies,Name_Native_Industry,Name_Native_Descriptive,Sect_Primary,Sect_Secondary,UK_Assoc1 to 20,PW_Assoc1 to 20,FR_Assoc1 to 20,IT_Assoc1 to 20,SP_Assoc1 to 20,NO_Assoc1 to 20,GE_Assoc1 to 20,RU_Assoc1 to 20,MultiCountry,Date_Last_Edited,Marketing_Description_Native,Marketing_Description_English,Report_Definition_Native,Report_Definition_English,Top3_1,Top3_2,Top3_3,Top20_1,Top20_2,Top20_3,Top20_4,Top20_5,Top20_6,Top20_7,Top20_8,Top20_9,Top20_10,Top20_11,Top20_12,Top20_13,Top20_14,Top20_15,Top20_16,Top20_17,Top20_18,Top20_19,Top20_20,AT_Assoc1 to 20
4200,IN82W,,Glass Packaging Manufacturers,G:\GLPAGLOB\,1000,,Normal,False,3,1,,PWPRIPPM33E,glass;packaging;packing;containers;liquid;handling,,Glass Packaging Manufacturers,Glass Packaging Manufacturers Industry,,Buil,Pack,,FLPK;GLAS,,,,,,,,13/10/2016 00:00:00,,Companies involved in the manufacturers of glass packaging containers,,includes bottles; jars,,,,10344,10366,4882,,,,,,,,,,,,,,,,,,,
22680,GLS5,,Glass Recycling,G:\GLASSREC\,1000,0,Normal,False,3,2,,PWCHESUM2A,recycled glass;,,,,,Chem,Recy,,,,,,,,,,11/02/2019 00:00:00,,companies involved collecting; sorting and recycling of waste glass,,,,,,,,,,,,,,,,,,,,,,,,,,,
16608,GLS3,,Glass Tableware,G:\GLASSTAB\,1000,,Normal,False,3,1,,PWFURRSM70A,,,Glass Tableware Manufacturers,Glass Tableware Industry,,Food,Pack,,,,,,,,,,13/10/2016 00:00:00,,Companies involved in the design and manufacture of glass tableware products,,Includes wine glasses; beer glasses; glass cups; glass dinnerware,,,,867,5120,,,,,,,,,,,,,,,,,,,,
10367,GLAM,,Glasses Manufacturers,G:\GLASSESM\,1000,,Normal,True,3,1,,PWHEAEPM45A,glasses;eyewear;sunglasses;frames;lenses;optical;optician;ophthalmic;products;including;frames;lenses;sunglasses;contact;lenses;  ,,Glasses Manufacturing Companies,Glasses Manufacturing Industry,,Heal,HeMe,,,,,,,,,,29/03/2016 00:00:00,,Companies involved in the manufacture of eyewear products,,Includes glasses; spectacles; sunglasses; lens; frames; sports glasses; opthalmic lenses,14874,,,10458,10459,10270,4282,5447,,,,,,,,,,,,,,,,,
29815,GLFM,,Gluten Free Food Manufacturers,G:\GLUFOODM\,1000,0,Normal,True,3,2,,PWFOOGMM83A,,,Gluten Free Food Manufacturers Companies,Gluten Free Food Manufacturers Ind,,Food,Mana,,,,,,,,,,02/07/2025 00:00:00,,The report includes manufacturers of gluten-free food products. These foods are free from wheat; barley; and rye to meet the needs of individuals with gluten intolerance or celiac disease. Many gluten-free food manufacturers are certified to ensure they meet strict standards to prevent cross-contamination. Usually foods must undergo a certain amount of processing to qualify for certification: producers of single-ingredient food products such as fresh fruit or vegetables that are naturally gluten-free are not considered in the report. Bakery production ingredients (e.g.; flour) used in food preparation are excluded from this report. Also excluded: wholesalers and distributors of gluten-free products.,,,,,,,,,,,,,,,,,,,,,,,,,,,
10368,GOMI,,Gold Mining,G:\GOLDMINI\,1000,,Normal,True,3,1,,PWCONPSM137A,gold;mining;mine;mines;ore;gold;producing;gold;reserve; ,,Gold Mining Companies,Gold Mining Industry,,Meta,Proc,,,,,,,,,,31/07/2017 12:13:32,,Companies involved in the exploration and mining of gold ore,,,10319,,,10441,4254,5186,9529,10408,303,6013,10368,425,10300,11630,19613,10442,10296,5262,,,,,,,
10369,GOEQ,,Golf Equipment Manufacturers,G:\GOLFEQUI\,1000,,Normal,False,3,1,,PWLEIEQM25A,golf;equipment;manufacturers;clubs;golf;ball;balls;clothes;clothing; ,,Golf Equipment Manufacturers,Golf Equipment Manufacturing Industry,,Leis,Spor,,,,,,,,,,01/02/2011 00:00:00,,,,,,,,4413,10529,1018,10387,5123,,,,,,,,,,,,,,,,,
10370,GPSD,,GPS System Developers & Manufacturers,G:\GPSDEVMA\,1000,,Normal,False,3,1,,PWAUTPDM39A,Global;Positioning;Systems;Satellite;Sat;Nav;position;GPS;gps technology; fleet management; vehicle tracking; navigation systems; telematics;vehicle tracking;fleet management;gps;tracking;fleet;telematics;safety;fleet tracking;asset tracking;map,,Gps System Developers & Manufacturers,Gps System Developers & Manufacturing Industry,,Info,Mana,,,,,,,,,,18/09/2017 00:00:00,,companies involved in the design and manufacture of navigation instruments; vehicle telematics and Global Positioning Systems (GPS),,gps technology; fleet management; vehicle tracking; navigation systems; telematics;vehicle tracking;fleet management;gps;tracking;fleet;telematics;safety;fleet tracking;asset tracking;map,10370,14537,,10231,1562,10816,10226,4005,169,10353,10261,10507,4093,4043,10552,14537,,,,,,,,,
10371,GMGL,,Grain Mill Product Manufacturers,G:\GRMIGLOB\,1000,,Normal,False,3,1,,PWAGRAPM21A,flour;grain;mill;product;manufacture;grow;seed;crop;harvest;starch; ,,Grain Mill Product Manufacturers,Grain Mill Product Manufacturing Industry,,Agri,Prod,,AA10W;GMEU,,,,,,,,10/12/2015 00:00:00,,Companies involved in the manufacture of grain mill products,,Grain mill includes flour milling; rice milling; malt manufacturing; cereal foods; prepared flour mixes and doughs. Products include bran; flour; cereals; corn flakes; dough; flour mixes; pancake batters; pizza mixes; wheat flour,10373,10204,,4181,10372,1,18055,16781,19564,20,5073,6064,9502,18041,13667,10153,10371,16727,16778,3994,10489,,,,
10372,GMEU,,Grain Mill Product Manufacturers,G:\GRMIEURO\,1000,,Normal,False,3,2,,PWAGRAPM21B,flour;grain;mill;product;manufacture;grow;seed;crop;harvest;starch; ,,Grain Mill Product Manufacturers,Grain Mill Product Manufacturing Industry,,Agri,Prod,,,,,,,,,,31/07/2017 12:07:13,,Companies involved in the manufacture of grain mill products,The report includes companies involved in milling wheat; grain or other products (such as rice; rye and oats) into finished products including flour; cereals and meal. Companies may oversee the entire process from cultivation to production; or instead specialise only in the milling process while sourcing grains from third party producers. The sector includes both small-scale and larger industrial mills. The report excludes companies involved in the production of seeds; animal feeds or grains for animal consumption.,Grain mill includes flour milling; rice milling; malt manufacturing; cereal foods; prepared flour mixes; doughs and semolina. Products include bran; flour; cereals; corn flakes; dough; flour mixes; pancake batters; pizza mixes; wheat flour; muesli and soya products,,,,4181,10371,5073,,,,,,,,,,,,,,,,,,,
10373,GRAS,,Grain; Seed & Animal Feed Wholesalers,G:\GRASEAFA\,1000,,Normal,True,3,1,,PWAGREPN4B,grain;seed;animal;feed;pet;farm;food;plant; ,,Grain; Seed & Animal Feed Wholesalers,Grain; Seed & Animal Feed Wholesalers Industry,,Agri,Supp,,,,,,,,,,24/01/2018 00:00:00,,Companies involved in the wholesale trade of agricultural grains; seeds and animal feeds,,This includes the wholesale of cereals; rice; grains and pulses,10204,10371,,9,21,18055,9502,6064,13667,18041,5073,20,5421,6232,9371,10373,10517,16727,,,,,,,
16727,GRASE,,Grain; Seed & Animal Feed Wholesalers,G:\GRNWHLEU\,1000,,Normal,False,3,2,,PWAGRAFM8B,,,Grain; Seed & Animal Feed Wholesalers,Grain; Seed & Animal Feed Wholesaling Industry,,Agri,Supp,,,,,,,,,,02/08/2017 13:08:20,,Companies involved in the wholesale trade of agricultural grains; seeds and animal feeds,,This includes the wholesale of cereals; rice; grains and pulses,,,,,,,,,,,,,,,,,,,,,,,,,
22179,MKT1,,Graphic Design,G:\GRAPHICD\,1000,0,Normal,False,3,2,,PWMEDCMM25A,,,Graphic Designers,Graphic Design Industry,,Medi,Serv,,,,,,,,,,24/05/2018 00:00:00,,Companies involved in providing graphic design services,,Graphic design agencies; including those that also do web design; product design where the focus is on the artistic design rather than software/website engineering,,,,,,,,,,,,,,,,,,,,,,,,,
10374,GROE,,Grocery Stores,G:\GROCERYE\,1000,,Normal,True,3,2,,PWFOORSM40A,food;supermarket;grocery;fruit;food;foods;agri;agribusiness;agriculture;dairy;frozen;food;confectionary;tinned;food;fruit;vegetable;milk;hypermarket; supermarket; convenience; stores; tesco; asda; sainsbury; food retail; food store;,,Grocery Stores,Grocery Industry,,Food,Reta,,,,,,,,,,27/07/2017 17:57:13,,Companies involved in Grocery retailing,,A grocery store is a retail establishment that primarily sells a wide variety of food products; both fresh and packaged; along with other household necessities like cleaning supplies; personal care items; kitchenware; and pet products.  Grocery stores come in various forms; including supermarkets; which offer a broad range of food and household items; and hypermarkets; which combine groceries with other retail goods like clothing and electronics. Convenience stores are smaller; offering a limited range of everyday items and often staying open for extended hours. Specialty food stores focus on specific types of food; such as organic produce; gourmet items; or ethnic foods; catering to niche markets and specific dietary needs.,,,,10375,10345,724,5748,5299,,,,,,,,,,,,,,,,,
10375,GROC,,Grocery Stores,G:\GROCERY\,1000,,Normal,False,3,1,,PWFOORSM40B,food;supermarket;grocery;fruit;food;foods;agri;agribusiness;agriculture;dairy;frozen;food;confectionary;tinned;food;fruit;vegetable;milk; ,,Grocery Stores,Grocery Industry,,Food,Reta,,,,,,,,,,27/07/2017 17:37:20,,Companies involved in food and household necessity convenience retailing,,A grocery store is a retail establishment that primarily sells a wide variety of food products; both fresh and packaged; along with other household necessities like cleaning supplies; personal care items; kitchenware; and pet products. Grocery stores come in various forms; including supermarkets; which offer a broad range of food and household items; and hypermarkets; which combine groceries with other retail goods like clothing and electronics. Convenience stores are smaller; offering a limited range of everyday items and often staying open for extended hours. Specialty food stores focus on specific types of food; such as organic produce; gourmet items; or ethnic foods; catering to niche markets and specific dietary needs.,10350,10348,10374,10345,14301,10356,10298,10349,10357,694,725,697,12674,724,5464,6067,6256,9668,9977,13902,9978,,,,
24311,GSHP,,Ground Source Heat Pumps,G:\GROUNDSO\,1000,0,Normal,False,3,1,,PWENEPDN24C,,,Ground Source Heat Pump Manufacturers,Ground Source Heat Pumps Industry,,Ener,Equi,,,,,,,,,,01/12/2020 00:00:00,,companies installing ground source heat pumps and other renewable heating systems,,A geothermal heat pump or ground source heat pump (GSHP) is a central heating and/or cooling system that transfers heat to or from the ground.,,,,,,,,,,,,,,,,,,,,,,,,,
10376,GUNS,,Guns & Ammunition Manufacturers,G:\GUNSAMMU\,1000,,Normal,False,3,1,,PWLEIRSM27A,guns;gun;ammo;ammunition;arms;defence;aerospace;missile;weapons,,Guns & Ammunition Manufacturing,Guns & Ammunition Manufacturing Industry,,Secu,Mana,,,,,,,,,,02/08/2017 12:57:24,,Companies involved in the design; development and manufacture of weapons; ammunitions and missile systems,,The report includes companies that manufacture licensed firearms; whether short (pistols; revolvers) or long (shotguns; assault rifles); automatic or semi-automatic; air-powered or gunpowder-operated; antique or modern. The guns and ammunition may be for purposes such as security and law enforcement; hunting; training and target shooting or for personal collections. This also includes manufacturers of accessories for these firearms (telescopic sights; stocks; and magazines). Additionally; the report covers companies that manufacture ammunition of various calibers; including bullets; pellets; and cartridges; and their respective accessories.,,,,10339,13737,14052,14914,16923,10203,1021,9734,10376,16266,5540,6288,13737,5050,,,,,,,,
19799,GUNSE,,Guns & Ammunition Manufacturers,G:\GUNSAMME\,1000,0,Normal,False,3,2,,PWLEIRSM50A,detonators; intelligent munitions; manufacture of missile and missile systems; anti-ship missiles; portable surface-to-air missiles; advanced homing torpedoes; Rifles; shotguns; Firearms; enterfire rifles; rimfire rifles; handguns; shotshells; centerfire pistols and revolvers; rifles; pistols; revolvers; small arms; small arms ammunition; bullets,,Guns & Ammunition Manufacturing,Guns & Ammunition Manufacturing Industry,,Leis,Defe,,,,,,,,,,02/02/2018 00:00:00,,Companies involved in the design; development and manufacture of weapons; ammunition and missile systems,,Includes sporting guns. excludes ballistic protection; armoured vehicles; dealers;,,,,13737,,,,,,,,,,,,,,,,,,,,,
10378,HNAS,,Hair & Beauty Salons,G:\HAIRNSKI\,1000,,Normal,True,3,1,,PWHEABUM28A,salons; beauty salons; manicure; Hair care services; cutting; trimming; shampooing; weaving; coloring; colouring; waving; styling hair; shaving; trimming; men's beards; manicures; pedicures; nail extensions; facials; make-up,,Hair & Beauty Salons,Hair & Beauty Salon Industry,,Heal,Beau,,,,,,,,,,03/08/2017 20:15:52,,companies involved in providing hair; nail and skin care services,,Hair care services (cutting; trimming; shampooing; weaving; coloring; waving or styling hair; and shaving and trimming men's beards); providing nail care services (manicures; pedicures; and nail extensions); providing facials; and applying make-up (except permanent make-up),,,,10238,10377,9883,14591,5126,,,,,,,,,,,,,,,,,
22690,HNASE,,Hair & Beauty Salons,G:\SALONSEU\,1000,0,Normal,True,3,2,,PWHEABUM63A,salons; beauty salons; manicure; Hair care services; cutting; trimming; shampooing; weaving; coloring; colouring; waving; styling hair; shaving; trimming; men's beards; manicures; pedicures; nail extensions; facials; make-up,,Hair & Beauty Salons,Hair & Beauty Salon Industry,,Heal,Beau,,,,,,,,,,13/02/2019 00:00:00,,companies involved in providing hair; nail and skin care services,,Hair care services (cutting; trimming; shampooing; weaving; coloring; waving or styling hair; and shaving and trimming men's beards); providing nail care services (manicures; pedicures; and nail extensions); providing facials; and applying make-up (except permanent make-up),,,,,,,,,,,,,,,,,,,,,,,,,
27016,HKYE,Hand Knitting Yarns,Hand Knitting Yarns,G:\KNITYARN\,1000,0,Normal,False,3,2,,PWCLOPDM71A,yarn; knit; knitting; crochet; lana; laine; wolle; filati; filatura; wool; wools; sockenwolle; hand-knitting; tricoter; ovillos de lana; aguglieria; uncinetto; ferri; pelotes de laine; balls of wool; gomitoli di lana,,Hand Knitting Yarn Companies,Hand Knitting Yarn Industry,,Clot,Clot,,,,,,,,,,01/12/2022 00:00:00,,Companies involved in the manufacture of yarns for hand knitting,,Includes manufacturers of wool and yarns for hand knitting; crocheting and similar hobby activities. Does not include prepared wool fabrics or suppliers of yarn for industrial-scale use.,,,,,,,,,,,,,,,,,,,,,,,,,
10379,HTAA,,Hand Tool & Accessory Manufacturers,G:\HTAAMANU\,1000,,Normal,True,3,1,,PWENGMAN76A,tools;hand;tools;accessories;work;industrial;engineering;manufacturing; ,,Hand Tool & Accessory Manufacturers,Hand Tool & Accessory Manufacturing Industry,,Buil,Equi,,HWGL;POTO,,,,,,,,01/03/2011 00:00:00,,,,saw blade,,,,10380,10465,514,5500,5129,,,,,,,,,,,,,,,,,
29912,BRBT,,Hand Tools & Accessories - Manufacture & Supply,G:\BRBETATO\,1000,0,Normal,True,3,2,,PWENGMAM114A,tools;hand;tools;accessories;work;industrial;engineering;manufacturing; ,,Hand Tools & Accessories - Manufacture & Supply Companies,Hand Tools & Accessories - Manufacture & Supply Industry,,Buil,Equi,,,,,,,,,,15/09/2025 00:00:00,,,,This report includes producers and suppliers of manual; semi-manual; and electrical hand tools such as hammers; screwdrivers; wrenches; pliers; saws; chisels; clamps; torque wrenches; hex keys; riveters; insulated tools; wire strippers; crimpers; cable cutters; and soldering irons; among others. These tools serve professional and consumer use across construction; repair; assembly; and maintenance; in industries including automotive; energy; agriculture; and home improvement.,,,,,,,,,,,,,,,,,,,,,,,,,
4216,CS20W,,Hardware & Plumbing Equipment Wholesalers,G:\HPEWGLOB\,1000,,Normal,False,3,1,,PWCONPSM144A,Iron and metal products (e.g. locks; padlocks; ironing; metal hardware; wire; cable; metal grating; wire mesh; nailing; screwing; spring; chain) - fittings and accessories - water heaters (boilers) - sanitary fittings: - pipe; fitting; tap; T-piece; connector; rubber hose; etc. - hand tools (e.g. hammer; saw; screwdriver) and other hand tools,,Hardware & Plumbing Equipment Wholesalers,Hardware & Plumbing Equipment Wholesaling Industry,,Buil,Supp,,,,,,,,,,11/08/2017 12:31:02,,Companies involved in the wholesale distribution of hardware; plumbing and heating equipment,,Wholesaling & distributing Hardware; Plumbing & Heating Equipment to retailers; industrial; commercial; institutional; or other professional business users; or to other wholesalers and related subordinates.,10380,4230,,10381,4216,6090,6091,9506,14082,18024,14143,10486,10055,10056,10057,13773,18178,5137,204,220,16613,14306,4143,,
14304,HZRD,,Hazardous Goods Transport,G:\HZRDTRNS\,1000,,Normal,False,3,1,,PWCHESUM16A,,,Hazardous Goods Transporters,Hazardous Goods Transport Industry,,Tran,Chem,,,,,,,,,,13/01/2016 00:00:00,,Companies involved in the transportation of dangerous goods by air; sea; road; rail or inland waterway,,Includes transportation terminals; consultancy; hazardous good storage; hazardous containers; hazardous trucks; hazardous cargo services; hazardous good procurement services. Dangerous goods include explosives; gases; flammable liquid; flammable solid; oxidizers; organic peroxides; toxic substances; radioactive material; corrosive substances,,,,1382,6014,19534,14304,18107,14221,,,,,,,,,,,,,,,,
26421,HAZG,,Hazardous Goods Transport,G:\HAZGOOEU\,1000,0,Normal,False,3,2,,PWSERSEM62A,,,Hazardous Goods Transportation Companies,Hazardous Goods Transport Industry,,Tran,Serv,,,,,,,,,,01/03/2022 14:48:57,,Companies providing logistics services for hazardous; dangerous or ADR (Accord Dangereux Routier) registered goods,,Hazardous Goods; Dangerous Goods; ADR; Accord Dangereux Routier,,,,,,,,,,,,,,,,,,,,,,,,,
29645,INHLLF,,Health & Life Insurance Providers,G:\INSHHLFE\,600,0,Normal,False,3,2,,PWFINSEM75A,Life Insurance; Health Insurance ; Term Life Insurance; Permanent Life Insurance;,,Health & Life Insurance Companies,Health & Life Insurance Industry,,Fina,Insu,,,,,,,,,,12/03/2025 00:00:00,,,The health and life insurance industry provides financial protection against health-related expenses and life events. Health insurance covers medical costs; while life insurance offers financial support to beneficiaries upon the policyholder's death. This industry involves risk assessment; premium collection; and claims management to ensure policyholders receive the promised benefits.,The health and life insurance industry provides financial protection against health-related expenses and life events. Health insurance covers medical costs; while life insurance offers financial support to beneficiaries upon the policyholder's death. This industry involves risk assessment; premium collection; and claims management to ensure policyholders receive the promised benefits.,,,,,,,,,,,,,,,,,,,,,,,,,
23006,HLTH1,Health Food,Health Food,G:\HEALTHEU\,1000,50,Normal,False,3,2,,PWFOOGMP10X,meal replacement; supplements; dietetic food; nutritional food;,Health Food,Health Food Companies,Health Food Industry,,Food,Spec,,,,,,,,,,20/06/2019 00:00:00,,companies manufacturing and supplying health foods and products,NACE code 1086. excludes vitamins; supplements; baby food;,The report includes companies that produce and sell foods for specific dietary requirements or medical conditions; such as gluten free foods; sport nutrition foods; protein foods; vegan food; vegetarian food; sugar free or lactose free food. Food for people who suffers from diabetes or food for malnourished people; food for specific categories of hospital patience. Health food is food considered beneficial to health in ways that go beyond a normal healthy diet required for human nutrition. Because there is no precise; authoritative definition from regulatory agencies such as the U.S. Food and Drug Administration; different dietary practices can be considered healthy depending on context.,,,,,,,,,,,,,,,,,,,,,,,,,
26954,HECO,,HEALTHCARE COMMUNICATIONS,G:\healcomm\,1000,10,Normal,True,3,,,PWMEDCMM21A,healthcare; healthcare marketing; healthcare communications; medical; medical communications;,,Healthcare Communications,Healthcare Communications Industry,,Medi,Comm,,,,,,,,,,10/11/2022 00:00:00,,companies providing medical marketing services and consultancy,,Medical communications agencies provide consultancy services to the pharmaceutical industry to help raise awareness of medicines,,,,,,,,,,,,,,,,,,,,,,,,,
18210,HR01,,Healthcare Recruitment,G:\HEALTHRC\,5000,,Normal,False,3,2,,PWSERREN41P,,,Healthcare Recruitment Agencies,Healthcare Recruitment Industry,,Heal,Serv,,,,,,,,,,01/08/2017 11:26:14,,Companies involved in medical and healthcare recruitment,,The Healthcare recruitment industry specializes in sourcing and placing qualified professionals—such as doctors; nurses; allied health workers; and support staff—into roles across healthcare settings like hospitals; clinics; and care homes. It includes permanent; temporary; and contract placements; often handling credential verification; regulatory compliance; and onboarding. This industry supports healthcare providers in maintaining adequate staffing levels and ensuring quality patient care. This report concentrates specifically on Healthcare Recruitment Companies.,16959,10417,,1183,10074,13646,,,,,,,,,,,,,,,,,,,
25059,REC9,,Healthcare Recruitment,G:\EUHEALTH\,1000,0,Normal,False,3,2,,PWSERREM52A,,,,,,Recr,HeMe,,,,,,,,,,16/09/2021 00:00:00,,Companies providing nurses and healthcare assistants to the healthcare sector,,A Nursing Agency (also known as Nurses Agency or Nurses Registry) is a business that provides nurses and usually health care assistants to people who need the services of healthcare professionals.,,,,,,,,,,,,,,,,,,,,,,,,,
10382,HEXC,,Heat Exchanger Manufacturers,G:\HEATEXCH\,1000,,Normal,False,3,1,,PWENGMAM41A,heat;exchanger;efficient;heat;transfer;heating;refrigeration;air;conditioning;power;plants;chemical;plants;petrochemical;plants;petroleum;refineries;natural;gas;processing;sewage;treatment;radiator;hot;engine;cooling;fluid;water;transfers;heat;transfer;medium,,Heat Exchanger Manufacturers,Heat Exchanger Manufacturing Industry,,Engi,Mach,,,,,,,,,,30/06/2016 00:00:00,,Companies involved in heat exchange and heat transfer,,A heat exchanger is a device used to transfer heat between one or more fluids,,,,10389,4230,5136,,,,,,,,,,,,,,,,,,,
22641,HEXE,,Heat Exchangers,G:\HEATEXCE\,1000,0,Normal,False,3,2,,PWENGMAM93A,Heat exchangers; Shell and Tube; Plate; Plate and shell; Adiabatic wheel; Plate fin; Pillow plate; Fluid heat; Phase-change; Direct contact; Microchannel,,,,,Engi,Mach,,,,,,,,,,29/01/2019 00:00:00,,Companies involved in heat exchange and heat transfer,,A heat exchanger is a device used to transfer heat between one or more fluids. Heat exchangers includes Shell and Tube; Plate; Plate and shell; Adiabatic wheel; Plate fin; Pillow plate; Fluid heat; Phase-change; Direct contact; Microchannel,,,,,,,,,,,,,,,,,,,,,,,,,
4218,ID12W,,Heat Treatment,G:\HEATTREA\,1000,,Normal,True,3,1,,PWMETSEM17A,heat;treatment;vacuum;furnace;brazing;burning;hardening;tempering;annealing;metal,,Heat Treatment Equipment Manufacturers,Heat Treatment Industry,,Engi,Mach,,HEXC;IN94W,,,,,,,,01/04/2014 00:00:00,,,,,,,,10382,4230,9973,,,,,,,,,,,,,,,,,,,
14305,HEQP,,Heating Equipment Manufacturers,G:\HEATEQUP\,1000,,Normal,False,3,1,,PWCONBCM26A,,,Heating Equipment Manufacturers,Heating Equipment Manufacturering Industry,,Engi,Heat,,,,,,,,,,30/10/2015 00:00:00,,Companies involved in the design and manufacture of domestic and industrial heating systems and components,,Includes central heating system manufacturers; radiator manufacturers and boiler manufacturers,16674,,,11610,4198,4225,10295,10253,10574,10366,10443,16604,10251,5138,,,,,,,,,,,
14306,HEQE,,Heating Equipment Manufacturers,G:\HEATEQPE\,1000,,Normal,False,3,2,,PWCONPSM120A,,,Heating Equipment Manufacturers,Heating Equipment Manufacturering Industry,,Engi,Heat,,,,,,,,,,30/10/2015 00:00:00,,Companies involved in the design and manufacture of domestic and industrial heating systems and components,,Includes central heating system manufacturers; radiator manufacturers and boiler manufacturers,,,,4229,5136,5138,,,,,,,,,,,,,,,,,,,
10383,HVCO,,Heavy Construction,G:\HEAVCONS\,1000,,Normal,True,3,1,,PWCONBCM12B,Construction;engineer;engineering;civil;engineering;building;materials;facilities;infrastructure;property;consultancy;cement;concrete;aggregates; ;;real;estate;builders;buildings;design;designing;planning;construct;homes;houses;gravel;stone;bridge;bridges;rail; ,,Heavy Construction Companies,Heavy Construction Industry,,Buil,Buil,,CENG;ELEG,,,,,,,,01/08/2010 00:00:00,,,,,,,,10295,10325,,,,,,,,,,,,,,,,,,,,
23199,HELI,,Helicopter Charter & Services,G:\HELICOPE\,1000,0,Normal,False,3,1,,PWTRAAIN2B,helicopter services; helicopter rental;,,,,,Aero,Serv,,,,,,,,,,20/08/2019 16:23:29,,companies providing helicopter charter and services for commercial events,helicopter services (aid; agriculture; crop dusting; wildlife management; fire fighting; maritime; offshore; air ambulance; passenger; VIP corporate charter; aerial photography; film/ tv production; search and rescue (SAR); surveillance; tourism),Air charter is the business of renting an entire aircraft (i.e.; chartering) as opposed to individual aircraft seats (i.e.; purchasing a ticket through a traditional airline). While the airlines specialize in selling transportation by the seat; air charter companies focus on individual private aircraft and itineraries,,,,,,,,,,,,,,,,,,,,,,,,,
14858,HVLT,,High & Extra High Voltage Cable Manufacturers,G:\HIGHVLTC\,1000,,Normal,False,3,1,,PWELEENM1A,,,High & Extra High Voltage Cable Manufacturers,High & Extra High Voltage Cable Industry,,Ener,Equi,,,,,,,,,,22/03/2016 00:00:00,,Companies involved in high (HV) and extra high (EHV) voltage power cable and systems manufacturing,,A high-voltage cable (HV) is a cable used for electric power transmission at high voltage.,,,,4895,,,,,,,,,,,,,,,,,,,,,
14915,HVCN,,High Voltage Contractors,G:\HIGHVOLT\,1000,,Normal,False,3,1,,PWELESUM36A,,,High Voltage Contractors,High Voltage Contractors Industry,,Ener,Elty,,,,,,,,,,21/03/2016 00:00:00,,Companies involved in high voltage electrical engineering; installation and maintenance,,high voltage;low voltage;installation;uk;electrical systems;maintenance;high voltage services;compex training;electrical system design;lighting,,,,5027,,,,,,,,,,,,,,,,,,,,,
24773,FUR3,Home Accessories & Giftware,Home Accessories & Giftware,G:\HOUSEWEU\,1000,0,Normal,False,3,2,,PWFURRSM83A,houseware; gifts; home accessories; porcelain; dinnerware; glassware; ceramics; glass; luxury goods; vases; figurines; ornaments; decor; tableware,,Home Accessories & Giftware Companies,Home Accessories & Giftware Industry,,Furn,Reta,,,,,,,,,,24/05/2021 00:00:00,,Companies involved in manufacturing and supplying luxury home accessories and gifts.,,Includes manufacturers and distributors of luxury home accessories; ornaments and gifts; mainly in porcelain; ceramic or glass. Made on request for Italian customer (THUN). Covers Italy; France; Spain; UK; Germany; Belgium; Netherlands and Austria.,,,,,,,,,,,,,,,,,,,,,,,,,
4221,CN04E,,Home Furnishing & Fixtures,G:\FURNFIXE\,1000,,Normal,False,3,2,,PWCLOSPM22B,furniture;fixtures;fittings;home;settee;table;tables;chair;chairs;furnishings;house;decorating;bed; ,,Home Furnishing & Fixture Manufacturers,Home Furnishing & Fixture Industry,,Furn,FuFi,,,,,,,,,,27/07/2017 17:17:13,,Companies that manufacture and retail home furnishing products and home fixtures,,Home Furnishings & Fixtures encompass items and accessories that decorate; furnish; and equip living spaces; enhancing functionality; comfort; and aesthetics. This category includes furniture (e.g.; sofas; beds); lighting (e.g.; lamps; chandeliers); textiles (e.g.; curtains; rugs); decorative pieces (e.g.; artwork; mirrors); and functional fixtures (e.g.; shelves; cabinets). The report covers both manufacture & retail.,,,,4190,10385,5193,5437,,,,,,,,,,,,,,,,,,
10385,FUFI,,Home Furnishing & Fixtures,G:\FURNFIXT\,1000,,Normal,False,3,1,,PWFURPDM34A,furniture;fixtures;fittings;home;settee;table;tables;chair;chairs;furnishings;house;decorating;bed; ,,Home Furnishing & Fixture Manufacturers,Home Furnishing & Fixture Industry,,Furn,FuFi,,,,,,,,,,10/09/2015 00:00:00,,Companies that manufacture and retail home furnishing products and home fixtures,,Home Furnishing & Fixtures are furniture and fixed items which include almost any item found domestically and have no permanent connection to the structure of a building or utilities.,10410,,,4190,4221,4026,14302,4122,846,860,4862,14989,5157,5441,13927,13692,10385,811,14032,4980,812,864,9641,,
16895,HLFT,,Home Lifts,G:\HOMELIFT\,1000,,Normal,False,3,2,,PWELEELM60A,,,Home Lifts Manufacturers,Home Lifts Industry,,Heal,Equi,,,,,,,,,,18/01/2017 17:31:07,,Companies involved in the design and manufacture of home lifts,,,4154,,,1196,571,10417,6130,5207,,,,,,,,,,,,,,,,,
14307,HONE,,Honey Manufacturers,G:\HONEYEUR\,1000,,Normal,False,3,2,,PWFOOGMM58A,,,Honey Manufactuers,Honey Manufactuers,,Food,Food,,,,,,,,,,17/09/2015 00:00:00,,Companies involved in the manufacture of honey products,,Honey manufacturing includes farming; processing; packing of bee honey products,,,,,,,,,,,,,,,,,,,,,,,,,
