ReportId,RepCode,Name - Native,Name - English,Dir,PPA_Cutoff,Top_Cutoff,Type,Restrictions?,Region,SubRegionID,Country,NewCode,Keywords,Name_Native_Letter,Name_Native_Companies,Name_Native_Industry,Name_Native_Descriptive,Sect_Primary,Sect_Secondary,UK_Assoc1 to 20,PW_Assoc1 to 20,FR_Assoc1 to 20,IT_Assoc1 to 20,SP_Assoc1 to 20,NO_Assoc1 to 20,GE_Assoc1 to 20,RU_Assoc1 to 20,MultiCountry,Date_Last_Edited,Marketing_Description_Native,Marketing_Description_English,Report_Definition_Native,Report_Definition_English,Top3_1,Top3_2,Top3_3,Top20_1,Top20_2,Top20_3,Top20_4,Top20_5,Top20_6,Top20_7,Top20_8,Top20_9,Top20_10,Top20_11,Top20_12,Top20_13,Top20_14,Top20_15,Top20_16,Top20_17,Top20_18,Top20_19,Top20_20,AT_Assoc1 to 20
6029,SPDR30,ELABORACIÓN Y DISTRIBUCIÓN DE BEBIDAS,DRINKS PRODUCERS & DISTRIBUTORS,H:\bebrefr\,3000,100,Normal,True,4,,133,SPDRIALM16B,bebidas; bebidas alcohólicas; bebidas no alcohólicas; bebidas carbonatadas; zumo; vino; cerveza,Elaboración y distribución de bebidas,de la elaboración y distribución de bebidas,,,Aero,Acco,,,,,,,,,,03/01/2015 00:00:00,,,empresas de elaboración y distribución de bebidas,companies producing and distributing drinks,,,,,,,,,,,,,,,,,,,,,,,,,
6030,SPZZ29,DISTRIBUIDORES Y MAYORISTAS  DE BEBIDAS,DRINKS WHOLESALERS & DISTRIBUTORS,H:\distribe\,3000,100,Normal,True,4,,133,SPDRIALM16C,bebidas; horeca; supermercado; distribuidores de bebidas; mayoristas de bebidas; vinos; licores; destilados; bebidas alcohólicas; bebidas no alcohólicas; refrescos; aguas; cerveza; zumo,Distribuidores y mayoristas de bebidas,de la distribución y venta mayorista de bebidas,,,Aero,Acco,,,,,,,,,,09/12/2011 00:00:00,Las empresas analizadas en el informe son distribuidores y/o mayoristas de bebidas alcohólicas y no alcohólicas.,The companies analysed in the report are distributors and/or wholesalers of alcoholic and non alcoholic drinks.,Empresas distribuidores y mayoristas de todo tipo de bebidas alcohólicas y no alcohólicas: vinos; licores; destilados; refrescos; agua; cerveza; zumo; etcétera. Ventas superiores a 1 millón de euros en el último ejercicio.,Companies distributing and wholesaling all kind of alcoholic and non alcoholic drinks: wines; spirits; soft drinks; water; beer; juice; etcetera. Sales over 1 million euro in the last exercise.,6029,14190,6290,5954,14016,14021,19475,18130,18386,4028,10528,22150,10575,10577,4999,22999,5550,5549,16399,9364,9703,,,,
6032,SPSV04,AUTOESCUELAS,DRIVING SCHOOLS,H:\autoesc\,3000,25,Normal,True,4,,133,SPSERTGM17A,autoescuela; autoescuelas; auto escuela; auto escuelas; autoescola; autoescolas; auto escola; auto escolas; escuela de conducción; escuela conducir; escuela conductores; formación de conductores; seguridad vial; escoles de conducció; auto-escuela; auto-escuelas;,Autoescuelas,de las autoescuelas,,,Aero,Acco,,,,,,,,,,14/06/2010 00:00:00,Las empresas analizadas el en informe se dedican a la operación de autoescuelas.,The companies analysed in the report are involved in the operation of driving schools.,empresas que operan las escuelas de conducción,companies operating and managing driving schools,14138,5976,14123,18141,5016,1633,1401,16686,10156,16296,6161,5975,14068,18280,,,,,,,,,,,
28820,SPTE01,TINTORERÍAS,DRY CLEANING,H:\LimSeco\,3000,100,Normal,True,4,,,SPSERCGM36A,9601; 9609; tintotería; limpieza en seco,Tintorerías,de tintorerías,,,Clea,Cont,,,,,,,,,,04/12/2023 15:05:57,Las compañías analizadas en el informe proporcionan servicios de tintorería industrial o particular y limpieza en seco.,The companies analysed in the report provide industrial and/or household laundry and dry cleaning.,Incluye compañías que prestan servicios de tintorería y limpieza en seco tanto a particulares como a empresas.,Includes companies providing laundry and dry cleaning for both individuals and companies.,,,,,,,,,,,,,,,,,,,,,,,,,
29775,SPCS26,INSTALADORES DE PLACAS DE YESO,DRYWALL INSTALLERS,H:\pladur\,2000,100,Normal,True,4,,,SPCONTCM116A,yeso; yeso laminado; cartón yeso; placas de yeso; pladur; escayola; drywall; tabique; tabiquería; tabiquería seca; revestimiento de paredes; aislamiento; falsos techos; construcción seca; construcción en seco,Instaladores de placas de yeso,de la instalación de placas de yeso,,,Buil,Cont,,,,,,,,,,27/05/2025 00:00:00,Las empresas analizadas en el informe se dedican a la instalación de paneles de yeso.,The companies analysed in the report are drywall installers.,Empresas dedicadas a la instalación de paneles de yeso; también conocidos como yeso laminado; cartón yeso o pladur: tabiquería en seco; falsos techos; aislamientos; etcétera. Se excluyen aquellas empresas dedicadas a la construcción y las reformas cuya actividad principal no es la instalació de paneles de yeso.,Companies dedicated to the installation of gypsum panels; also known as laminated plaster or plasterboard: drywalls; false ceilings; insulation; etc. The report excludes companies dedicated to construction and renovations whose main activity is not the installation of drywall.,18160,6238,6213,5332,241,14340,23465,,,,,,,,,,,,,,,,,,
6120,SPZZ46,ESCUELAS INFANTILES Y GUARDERÍAS,EARLY YEARS SCHOOLS AND KINDERGARTENS,H:\guarderi\,3000,100,Normal,True,4,,133,SPSEREDM12A,guardería; kindergarten; cuidado de niños; preescolar; educación; guarderías; niños; infantil; preprimaria; escuela infantil; cuidado diurno de niños; custodia de niños; preescolar; educación infantil; parvulario,Escuelas infantiles y guarderías,de las escuelas infantiles y las guarderías,,,Aero,Acco,,,,,,,,,,19/07/2016 12:24:32,Las empresas analizadas en el informe gestionan guarderías y escuelas de educación infantil.,The companies analysed in the report manage nurseries and kindergartens.,Empresas gestoras de guarderías y escuelas de educación infantil. Excluye centros de enseñanza reglada que también cubren primaria; secundaria y/o bachillerato.,Companies operating day nurseries and kindergartens. Excludes schools covering other educational levels.,6201,,,14751,6214,9857,14053,6128,14779,1409,5285,23319,11252,,,,,,,,,,,,
14043,SPECOM,LOGÍSTICA PARA EL COMERCIO ELECTRÓNICO,E-COMMERCE LOGISTICS,H:\ecomer\,3000,10,Normal,True,4,,133,SPINFSOM14A,logística; servicios logísticos; comercio electrónico; ecommerce; e-commerce,Logística para el comercio electrónico,de la logística para el comercio electrónico,,,,,,,,,,,,,,01/01/2015 00:00:00,,,empresas de logística para el comercio electrónico,companies providing logistics services for e-commerce,,,,,,,,,,,,,,,,,,,,,,,,,
6035,SPFI72,PRODUCCIÓN DE HUEVOS,EGG PRODUCERS,H:\huevos\,1000,50,Normal,True,4,,133,SPAGRAFM14A,huevos; huevo; ovoproductos; avicultura; avícola; gallina; gallina ponedora; gallina de puesta; puesta; campero; huevos camperos; huevos ecológicos,Producción de huevos,de la producción y distribución de huevos,,,Agri,Food,,,,,,,,,,12/09/2023 00:00:00,Las empresas analizadas en el informe producen huevos.,The companies analysed in the report are egg producers.,Avicultores productores de huevos: granjas de gallinas ponedoras y centros de embalaje y clasificación de huevos.,Egg-producing poultry farmers: laying hen farms and egg packaging and grading centers.,6254,18207,,710,6020,6088,5947,6218,6064,16680,16681,11216,9931,15146,16778,10488,5022,712,13640,5349,720,23426,,,
14044,SPELEA,ENSEÑANZA A DISTANCIA,E-LEARNING CENTRES,H:\elearn\,3000,50,Normal,True,4,,133,SPINFSON37B,enseñanza a distancia; enseñanza; educación; aprendizaje; cursos a distancia; idiomas; informática; formación profesional; master; posgrado; grado; educación universitaria,Enseñanza a distancia,de la enseñanza a distancia,,,Info,Soft,,,,,,,,,,01/01/2015 00:00:00,Las empresas analizadas en el informe prestan servicios de educación reglada y no reglada a distancia.,Then companies analysed in the report provide formal and non-formal distance learning services.,Empresas que prestan servicios de enseñanza reglada y no reglada a distancia: formación profesional; idiomas; preparación de oposiciones; másteres; posgrados; enseñanza universitaria; cursos profesionales para empresas; etcétera.,Companies providing formal and non-formal distance learning services: higher education; languages; preparation for official exams; bachelor's degree; university degree; master's degree; postgraduate degree; professional courses for companies; et cetera.,14123,6128,6201,1157,22959,23206,1456,5198,1449,1460,16268,23318,14868,22252,22335,22337,,,,,,,,,
6036,SPZZ18,DISTRIBUIDORES DE MATERIAL ELÉCTRICO,ELECTRIC MATERIAL DISTRIBUTORS,H:\dismatel\,3000,100,Normal,True,4,,133,SPCONPSM109A,,Distribuidores de material eléctrico,de la distribución de material eléctrico,,,,,,,,,SPASSO;SPZZ15;SPCOM4;SPCS38;SPEL26;SPEL30;,,,,,21/10/2015 00:00:00,,,empresas fabricantes de cables y conductores eléctricos y de fibra óptica,companies distributing electrical equipement,6132,,,14045,6037,14046,6038,6039,6040,13834,15126,6027,16870,6050,6133,,,,,,,,,,
6037,SPZZ15,FABRICANTES DE MATERIAL ELÉCTRICO,ELECTRIC MATERIAL MANUFACTURERS,H:\fabmatel\,3000,100,Normal,True,4,,133,SPELEETM31B,,Fabricantes de material eléctrico,de la fabricación de material eléctrico,,,,,,,,,SPASSO;SPCOM4;SPCS38;SPEL26;SPEL30;SPZZ18;,,,,,18/02/2015 00:00:00,,,empresasa distribuidoras de material eléctrico,,,,,14045,14046,6038,6039,6040,6036,,,,,,,,,,,,,,,,
6038,SPCS38,INSTALACIONES ELÉCTRICAS,ELECTRICAL CONTRACTORS,H:\elecinst\,1000,100,Normal,True,4,,133,SPCONTCM42A,contratistas eléctricos; eléctricos; comercial; mecánica; instalación; contratistas; industriales; mantenimiento; electricistas,Instalaciones eléctricas,de la instalación eléctrica,,,Aero,Acco,,,,,,,,,,21/10/2016 13:58:00,Las empresas analizadas en el informe prestan servicios de mantenimiento; reparación e instalación eléctrica.,The companies analysed in the report offer services relating to electrical installation; repair and maintenance.,,An electrical contractor is a trades person who installs and maintains electrical systems in homes; businesses; and factories,14056,6231,6036,6057,6228,6041,14039,14184,6130,6237,16358,6103,13972,5943,6048,13973,,,,,,,,,
29498,SPEN24,DISTRIBUIDORAS DE ELECTRICIDAD,ELECTRICITY DISTRIBUTORS,H:\enerdist\,1000,100,Normal,True,4,,,SPENESPM118A,energía; electricidad; energía eléctrica; distribuidora de electricidad; comercializadora de electricidad,Distribuidoras de electricidad,de la distribución de electricidad,,,Ener,Supp,,,,,,,,,,08/11/2024 00:00:00,Empresas dedicadas a la distribución de energía eléctrica.,Companies involved in the distribution of electrical energy.,Las distribuidoras eléctricas son las empresas encargadas de gestionar las infraestructuras físicas para que la electricidad pueda llegar hasta la vivienda y del mantenimiento de las líneas de electricidad.,Electrical distributors are the companies in charge of managing the physical infrastructure so that electricity can reach the home and maintaining the electricity lines.,28829,23477,24981,632,14227,24981,5031,13643,14811,14812,24961,9939,10331,9459,29498,4147,5030,9458,9937,9938,10330,9456,24958,,
29499,SPEN26,DISTRIBUIDORAS DE ELECTRICIDAD CON MENOS DE 100.000 CLIENTES,ELECTRICITY DISTRIBUTORS WITH LESS THAN 100;000 CUSTOMERS,H:\pqendist\,1000,100,Normal,True,4,,,SPENESPN118B,energía; electricidad; energía eléctrica; distribuidora de electricidad; comercializadora de electricidad,Distribuidoras de electricidad con menos de 100.000 clientes,de la distribución de electricidad,,,Ener,Supp,,,,,,,,,,08/11/2024 00:00:00,Empresas dedicadas a la distribución de energía eléctrica.,Companies involved in the distribution of electrical energy.,SPEN24 excluyendo las grandes distribuidoras.,SPEN24 excluding the largest distribution companies.,,,,,,,,,,,,,,,,,,,,,,,,,
19720,SPCIGA,CIGARRILLOS ELECTRÓNICOS,ELECTRONIC CIGARETTES,H:\cigarele\,100,25,Normal,True,4,,,SPLEIEQM12A,cigarrillo; cigarrillo electrónico; cigarrillos electrónicos; vapear; vapeo; e-líquidos; e-líquido; e-cigarrillo; racambios e-cig; e-cig; claromizadores,Cigarrillos electrónicos,de cigarrillos electrónicos,,,Leis,Equi,,,,,,,,,,17/11/2017 00:00:00,Las empresas analizadas en el informe se dedican a la fabricación; venta y distribución de cigarrillos electrónicos y accesorios para vapear.,The companies analysed in the report manufacture; distribute and sell e-cigarettes and vaping accessories.,,An electronic cigarette or e-cigarette is a handheld electronic device that creates an aerosol by heating a liquid. The user then inhales the aerosol. Using e-cigarettes is sometimes called vaping.[4] The liquid in the e-cigarette; called e-liquid; is usually made of nicotine; propylene glycol; glycerine; and flavorings. Not all e-liquids contain nicotine.,16701,14577,6273,5498,5950,,,,,,,,,,,,,,,,,,,,
6039,SPEL26,COMPONENTES ELECTRÓNICOS,ELECTRONIC COMPONENTS,H:\electcom\,3000,100,Normal,True,4,,133,SPELEETM29A,electrónica; conectores; electrónicos; componentes electrónicos; componentes; sensores; interruptores,Componentes electrónicos,de los componentes electrónicos,,,,,EL26,,,,SPEL30,,,,,13/05/2016 12:20:16,,,,,,,,6040,551,14045,18230,,,,,,,,,,,,,,,,,,
6040,SPEL30,VENTA DE PRODUCTOS ELECTRÓNICOS,ELECTRONIC MANUFACTURERS,H:\electpr\,3000,100,Normal,True,4,,133,SPELEETM31A,electrónica; electrónica; sensores; fabricación; conectores; componentes; dispositivos,Venta de productos electrónicos,de la venta de productos electrónicos,,,Aero,Acco,,,,,,,,,,11/07/2016 00:00:00,,,,,,,,6039,539,5921,16603,6258,18230,6151,6186,,,,,,,,,,,,,,
6442,SPCL41,TIENDAS DE PRODUCTOS ELECTRÓNICOS,ELECTRONICS RETAILERS,H:\SPCL41\,3000,100,Normal,True,4,,133,,,Tiendas de productos electrónicos,de las tiendas de productos electrónicos,,,Aero,Acco,,,,,,,,,,21/12/2016 09:28:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6041,SPEN13,PRODUCCIÓN Y COMERCIALIZACIÓN DE ENERGÍA,ENERGY PRODUCTION & TRADING,H:\energia\,1000,100,Normal,True,4,,133,SPENEPDM9A,energía; electricidad; energía eléctrica; energía solar; energía fotovoltaica; energía hidráulica; energía térmica; producción de energía; comercialización de energía; energía eólica; planta de energía; parque eólico; planta solar; gas; petróleo; carbón; energías renovables; energía verde; energía limpia,Producción y comercialización de energía,de la producción de energía,,,Aero,Acco,,,,,,,,,,26/03/2015 00:00:00,Las empresas analizadas en el informe producen y comercializan energía eléctrica de fuentes tradicionales y renovables.,The companies analysed in the report produce and trade electric energy from traditional and renewable sources.,Empresas productoras y comercializadoras de energía eléctrica; de fuentes tradicionales (carbón; petróleo; gas natural) y alternativas (fotovoltaica; eólica; hidráulica; biomasa). Excluye distribuidores (redes); consultores y proveedores de equipos y otros servicios auxiliares.,The companies analysed in the report produce and trade electric energy; from both traditional sources (coal; oil; gas) and renewable sources (photovoltaic; wind; hudraulic; biomass). Excludes distributors (networks); consultants and providers of equipment and other auxiliary services.,6211,6237,6291,631,11629,14092,14056,6192,14760,14024,6110,6111,9601,13767,22632,16245,4148,5545,13808,23477,644,10336,,,
28829,SPEN14,COMERCIALIZACIÓN DE ENERGÍA,ENERGY TRADERS,H:\enercom\,500,50,Normal,True,4,,,SPENESPM117A,energía; electricidad; energía eléctrica; energía solar; energía fotovoltaica; energía hidráulica; energía térmica; comercialización de energía;energías renovables; energía verde; comercializadora de electricidad,Comercialización de energía,de la comercialización de energía,,,Ener,Supp,,,,,,,,,,05/12/2023 00:00:00,Las empresas analizadas en el informe comercializan energía de fuentes tradicionales y renovables.,The companies analysed in the report are involved in the trading of energy from traditional and renewable sources.,Empresas comercializadoras de luz y gas; de fuentes tradicionales (carbón; petróleo; gas natural) y alternativas (fotovoltaica; eólica; hidráulica; biomasa).,Companies trading electricity and gas; from both traditional sources (coal; oil; gas) and renewable sources (photovoltaic; wind; hudraulic; biomass).,4147,23477,6041,9459,632,1192,5031,10330,10331,,,,,,,,,,,,,,,,
6043,SPPI15,FABRICACIÓN DE SOBRES,ENVELOPES,H:\sobres\,3000,25,Normal,True,4,,133,SPPRIPPM19A,sobres; sobres; impresión; impresión de sobres; sobres impresos; a medida; de correo; soluciones de correo,Fabricación de sobres,de la fabricación de sobres,,,,,PI15,,,,,,,,,10/08/2015 00:00:00,,,las empresas dedicadas a la fabricación y distribución de sobres,companies manufacturing and supplying envelopes,6180,6198,,6244,6182,,,,,,,,,,,,,,,,,,,,
14048,SPENVI,CONSULTORES MEDIOAMBIENTALES,ENVIRONMENTAL CONSULTANTS,H:\envco\,3000,100,Normal,True,4,,133,SPCHESUM21A,consultoría; medioambiental; ambiental; consultoría; medio ambiente; la remediación; consultores; ingeniería ambiental; consultores ambientales,Consultores medioambientales,de la consultoría medioambiental,,,Aero,Acco,,,,,,,,,,10/08/2016 00:00:00,Las empresas analizadas en el informe prestan servicios de consultoría medioambiental.,The companies analysed in the report provide environmental consultancy services.,Empresas que prestan servicios de consultoría medioambiental.,Companies providing environmental consultancy services.,6286,6287,6009,14129,6093,22156,16768,66,4160,5039,14284,9623,14146,5368,24788,5942,22066,,,,,,,,
14752,SPHORS,PRODUCTOS Y SUMINISTROS DE EQUITACIÓN,EQUESTRIAN PRODUCTS AND SUPPLIES,H:\horses\,3000,100,Normal,True,4,,133,SPLEIRSM29A,ecuestre; caballo ; caballos; equino; mantas para caballos; sillas de montar; jinete,Productos y suministros de equitación,de los suministros de equitación,,,Leis,Anim,,,,,,,,,,01/03/2015 00:00:00,,,,,,,,1014,6288,6252,,,,,,,,,,,,,,,,,,,
5938,SPZZ31,ESENCIAS Y AROMAS,ESSENTIAL OILS & AROMAS,H:\aroma\,3000,100,Normal,True,4,,133,SPHEABUM2A,esencia; esencias; aromas; aroma; esencias aromáticas; aromaterapia; esencias concentradas; cosmética; extractos de plantas; esencias florales,Esencias y aromas,de las esencias y los aromas,,,Heal,Beau,,,,,,,,,,31/03/2017 16:29:57,Las empresas analizadas en el informe producen esencias y aromas para diversos usos.,The companies analysed in the report produce essential oils and aromas for various uses.,Un aceite esencial o aceite etéreo es una mezcla de varias sustancias químicas biosintetizadas por las plantas; que dan el aroma característico de algunas flores; árboles; frutos; hierbas; especias; semillas y a ciertos extractos de origen animal (almizcle; civeta; ámbar gris).,An essential oil is a concentrated hydrophobic liquid containing volatile aroma compounds from plants. Essential oils are also known as volatile oils; ethereal oils; aetherolea; or simply as the oil of the plant from which they were extracted; such as oil of clove. They are used in perfumes; cosmetics; soaps and other products; for flavoring food and drink; and for adding scents to incense and household cleaning products.,14287,5952,10239,16940,6184,6065,873,5044,10472,9476,,,,,,,,,,,,,,,
5983,SPHP22,SERVICIOS DE CATERING PARA EVENTOS,EVENT CATERING SERVICES,H:\catering\,3000,100,Normal,True,4,,133,SPHOSSTN11B,catering ; empresas de catering ; restauración colectiva; comida; servicios de restauración; catering de bodas; catering para bodas; catering eventos; catering para eventos; cocteles; coffee break; bodas; eventos; catering empresas; buffet,Servicios de catering para eventos,de los servicios de catering para eventos,,,Food,Hosp,,,,,,,,,,02/03/2017 00:00:00,Las empresas analizadas en el informe prestan servicios de catering para eventos,The companies analysed in the report offer catering services for events.,Empresas de catering para todo tipo de eventos (bodas; fiestas; eventos de empresas...),Companies offering catering services for various events; such as parties; weddings; corporate events etc.,18377,14049,,947,4098,4918,16379,9449,1066,6049,18126,19524,6215,,,,,,,,,,,,
18377,SPEVTO,ORGANIZACIÓN DE EVENTOS,EVENT MANAGEMENT,H:\eventos\,2000,100,Normal,True,4,,,SPHOSSTM14A,eventos; evento; eventos corporativos; marketing; agencia de eventos; gestión de eventos; organización de eventos; eventos para empresas; fiestas; networking; feria; show; congreso; convención; marketing experiencial; DMC; viajes de incentivos; MICE,Organización de eventos,de la organización de eventos,,,Medi,Hosp,,,,,,,,,,19/07/2017 16:35:10,Empresas dedicadas a la organización y producción de eventos de todo tipo para terceros.,Companies providing event planning and production services.,Las empresas analizadas en el informe prestan servicios de organización y producción de eventos para terceros: eventos publicitarios; marketing experiencial; eventos corporativos; convenciones; congresos; ferias de muestras; viajes de incentivos; etcétera. Excluye empresas especializadas en la organización de eventos privados no corporativos; por ejemplo; bodas.,Event management is the co-ordination; running and planning of all the people; teams and features that come together to create every kind of event.,16379,5917,5983,1420,4098,16856,14144,28702,14049,16579,24854,6277,26605,26910,26957,,,,,,,,,,
24854,SPVTEV,SOFTWARE DE ORGANIZACIÓN Y GESTIÓN DE EVENTOS,EVENT MANAGEMENT SOFTWARE,H:\virteven\,1000,100,Normal,True,4,,,SPHOSSTN14C,eventos; gestión integral de eventos; convenciones; ferias; congresos; ponencias; seminarios; eventos virtuales; organización de eventos; software; live streaming; producción audiovisual; networking,Software de organización y gestión de eventos,del software de organización y gestión de eventos,,,Medi,Hosp,,,,,,,,,,25/06/2021 00:00:00,Las empresas analizadas en el informe proporcionan soluciones software para la organización y gestión de eventos.,The companies analysed in the report provide software solutions for the organisation and management of events.,Empresas desarrolladoras de software de organización y gestión de eventos; principalmente virtuales.,Companies developing software for the organisation and management of events; mainly virtual.,16379,18377,16856,5983,14049,16579,13649,16337,16338,1420,1067,4964,4098,,,,,,,,,,,,
14049,SPEVEN,AZAFATAS Y PERSONAL PARA EVENTOS,EVENT STAFF PROVIDERS,H:\evstaf\,3000,100,Normal,True,4,,133,SPHOSSTN45F,azafata; eventos; personal para eventos; hospitalidad; anfitriona; anfitrion; anfitrionas; modelo; promotora; promotoras,Azafatas y personal para eventos,de las azafatas y el personal para eventos,,,Aero,Acco,,,,,,,,,,01/03/2015 00:00:00,Las agencias analizadas en el informe se dedican a la selección e implementación de personal para promociones y eventos.,The agencies analysed in the report are involved in the selection and implementation of personnel for events and promotions.,empresas de azafatas y personal para eventos u ocasiones puntuales,companies supplying event staff; hosts and hostesses,14115,18377,5974,14549,4098,24093,5983,16379,6193,6142,5917,,,,,,,,,,,,,,
14050,SPEXEC,SELECCIÓN DE DIRECTIVOS,EXECUTIVE SEARCH,H:\exec\,3000,100,Normal,True,4,,133,SPSERREN41A,reclutamiento; búsqueda de ejecutivos; puestos de trabajo; reclutamiento de ejecutivos; carreras; directivos; selección de directivos; selección de ejecutivos; búsqueda de directivos; reclutamiento de directivos,Selección de directivos,de la selección de directivos,,,Aero,Acco,,,,,,,,,,01/03/2015 00:00:00,Las empresas analizadas en el informe prestan servicios de headhunting y selección de directivos.,The companies analysed in the report provide executive search and headhunting services.,empresas de selección de directivos,Executive search (informally called headhunting) is a specialized recruitment service which organizations pay to seek out and recruit highly qualified candidates for senior-level and executive jobs (e.g.; President; Vice-president; CEO).,6209,23102,10502,14121,19532,10501,22110,22058,5047,1433,,,,,,,,,,,,,,,
14051,SPEXHA,TUBOS DE ESCAPE,EXHAUSTS,H:\exhaust\,3000,10,Normal,True,4,,133,SPAUTPDM25A,tubos de escape; escape de auto; escape de moto; escapes para motos; sistemas de escape,Tubos de escape,de los tubos de escape,,,Aero,Acco,,,,,,,,,,01/03/2015 00:00:00,,,,,,,,10231,,,,,,,,,,,,,,,,,,,,,
6193,SPZZ41,STANDS PARA FERIAS Y EVENTOS,EXHIBITION & DISPLAY STANDS,H:\standfab\,3000,100,Normal,True,4,,133,SPMEDPSM1A,exhibición; soportes de exhibición; diseño; stands; expositores; escenarios; arquitectura efímera; construcciones efímeras; marketing ferial,Stands para ferias y eventos,de los stands para ferias y eventos,,,Aero,Acco,,,,,,,,,,04/01/2015 00:00:00,Las empresas analizadas en el informe prestan servicios de diseño; fabricación y montaje de stands para ferias; exposiciones y congresos.,The companies analysed in the report are specialised in the design; manufacture and construction of display stands for events; exhibitions and conventions.,,Exhibition and display stands are those structures used at showrooms and exhibitions showing the brand name; logo and all relevant information about the company which is being marketed at that event.,6142,18377,14049,5917,16856,6011,5048,13649,5955,6198,14144,,,,,,,,,,,,,,
6046,SPCI69,FABRICANTES DE POLIESTIRENO EXPANDIDO,EXPANDED POLYSTYRENE PRODUCTS,H:\porexpan\,3000,100,Normal,True,4,,133,SPCHEPLM22A,envasado; poliestireno; espuma de poliestireno expandido; protección; moldeado; cajas de cartón; polietileno; pantalla escaparate,Fabricantes de poliestireno expandido,de la fabricación de poliestireno expandido,,,Aero,Acco,,,,,,,,,,04/10/2015 00:00:00,,,empresas fabricantes de poliestireno expandido,companies manufacturing expanded polystyrene,,,,,,,,,,,,,,,,,,,,,,,,,
14052,SPEXPL,VOLADURAS Y EXPLOSIVOS,EXPLOSIVES,H:\explosi\,3000,100,Normal,True,4,,133,SPENGSUM32A,voladuras; explosivos; químicos industriales; material de defensa; minería; pirotecnía,Voladuras y explosivos,de las voladuras y los explosivos,,,Aero,Acco,,,,,,,,,,01/03/2015 00:00:00,,,,,,,,10376,,,,,,,,,,,,,,,,,,,,,
18074,SPLIGH,ILUMINACIÓN EXTERIOR Y URBANA,EXTERIOR LIGHTING,H:\ilumurba\,3000,100,Normal,True,4,,,SPELESUM61A,iluminación; alumbrado; alumbrado público; iluminación urbana; iluminación pública; iluminación exterior; farola; farolas; luz; luces; columnas luminosas; iluminaciones; balizas; bolardos de luz; alumbrado urbano; iluminación ciudades; iluminaciones calles; lámparas exteriores; luminarias; iluminaciones festivas; iluminaciones navideñas; iluminaciones de calles; iluminación LED,Iluminación exterior y urbana,de la iluminación exterior y urbana,,,Elec,Ligh,,,,,,,,,,16/03/2017 16:28:20,Las empresas analizadas en el informe fabrican y distribuyen productos para la iluminación de espacios exteriores públicos y privados.,The companies analysed in the report manufacture and distribute lighting products for public and private outdoor spaces.,La iluminación exterior se refiere a la iluminación de lugares exteriores públicos y privados para propósitos de seguridad; estética nocturna; accesibilidad; seguridad y recreación. Excluye diseñadores e instaladores de iluminación decorativa urbana; diseñadores de iluminación y consultores en eficiencia energçetica.,Exterior lighting refers to the use of outdoor illumination of private and public places; for the enhancement and purposes of safety; nighttime aesthetics; accessibility; security and recreation. Excludes designers and installers of street decorative lighting; lighting designers and consultants on energy efficiency.,5992,,,19680,6132,14097,6265,16374,14179,,,,,,,,,,,,,,,,
14053,SPEXTR,ACTIVIDADES EXTRAESCOLARES; OCIO Y TIEMPO LIBRE,EXTRA CURRICULAR ACTIVITIES,H:\extrac\,3000,50,Normal,True,4,,133,SPSEREDM44A,actividades extraescolares; ocio; tiempo libre; extraescolar; niños,Actividades extraescolares; ocio y tiempo libre,de las actividades extraexcolares,,,Aero,Acco,,,,,,,,,,01/03/2015 00:00:00,Las empresas analizadas en el informe organizan actividades extraescolares en colegios públicos y privados (idiomas; artísticas; de refuerzo; deportivas; tecnológicas; etcétera).,The companies analysed in the report organise extra curricular activities in public and private schools (languages; arts; extra tutoring; sports; technologies; et cetera).,Las empresas analizadas en el informe organizan actividades extraescolares en colegios públicos y privados (idiomas; artísticas; de refuerzo; deportivas; tecnológicas; etcétera); gestionan actividades de ocio y tiempo libre y viajes de inmersión lingüística y prestan servicios auxiliares a colegios; como catering y vigilancia de comedor escolar.,The companies analysed in the report organise extra curricular activities in public and private schools (languages; arts; extra tutoring; sports; technologies; et cetera); as well as leisure and outdoors activities and linguistic immersion trips. They also provide auxiliary services to schools; such as school catering.,6201,6128,5913,14123,1456,1460,22978,,,,,,,,,,,,,,,,,,
24837,SPFACH,ACRISTALAMIENTO Y REVESTIMIENTO DE FACHADAS,FACADE GLAZING & CLADDING,H:\fachadas\,1000,100,Normal,True,4,,,SPCONPSM195A,fachada; fachada ligera; fachada ventilada; fachada arquitectónica; fachada singular; muro cortina; lucernario; acristalamiento; acristalamiento estructural; fachada continua; fachada estructural; fachada envolvente; carpintería metálica,Acristalamiento y revestimiento de fachadas,del acristalamiento y revestimiento de fachadas,,,Buil,Glas,,,,,,,,,,21/06/2021 00:00:00,Las empresas analizadas en el informe se dedican al acristalamiento y/o revestimiento de fachadas.,Companies involved in manufacturing; supplying and installing façade glazing & cladding,Empresas de acristalamiento y revestimiento de fachadas (muro cortina; fachadas ligeras; ventiladas; arquitectónicas...). Incluye fabricantes y distribuidores de materiales (cristal; paneles de aluminio; PVC y piedra; etcétera).,Companies involved in façade glazing and cladding works (curtain wall; light façades; ventilated; architectural...). Includes manufacturers and suppliers of materials (glass; aluminium; PVC and stone panels; etcetera).,13997,6246,5928,14817,385,24818,24790,23687,375,16604,22300,24808,13593,13939,,,,,,,,,,,
