ReportId,RepCode,Name - Native,Name - English,Dir,PPA_Cutoff,Top_Cutoff,Type,Restrictions?,Region,SubRegionID,Country,NewCode,Keywords,Name_Native_Letter,Name_Native_Companies,Name_Native_Industry,Name_Native_Descriptive,Sect_Primary,Sect_Secondary,UK_Assoc1 to 20,PW_Assoc1 to 20,FR_Assoc1 to 20,IT_Assoc1 to 20,SP_Assoc1 to 20,NO_Assoc1 to 20,GE_Assoc1 to 20,RU_Assoc1 to 20,MultiCountry,Date_Last_Edited,Marketing_Description_Native,Marketing_Description_English,Report_Definition_Native,Report_Definition_English,Top3_1,Top3_2,Top3_3,Top20_1,Top20_2,Top20_3,Top20_4,Top20_5,Top20_6,Top20_7,Top20_8,Top20_9,Top20_10,Top20_11,Top20_12,Top20_13,Top20_14,Top20_15,Top20_16,Top20_17,Top20_18,Top20_19,Top20_20,AT_Assoc1 to 20
14862,AA03,,Christmas Tree Growers & Suppliers,E:\Xmast\,1000,40,Normal,True,1,8,1,UKAGRFLM13A,christmas trees;xmas tree;trees,UK,Christmas Tree Growers & Suppliers,,,Agri,Serv,,,,,,,,,,22/03/2016 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,DR99,,Cider Makers,E:\Cider\,1000,50,Normal,True,1,8,1,UKDRIALM7A,cider;perry;magners;bulmer;apple;brew;drinks;ferment;orchard,UK,Cider Making companies,,,Drin,Alco,,,,,,,,,,03/04/2019 16:35:45,,companies producing and supplying cider & perry,,an alcoholic drink made from fermented apple juice,,,,,,,,,,,,,,,,,,,,,,,,,
950,HP25,,Cinemas,E:\Cinemas\,1000,10,Normal,True,1,8,1,UKHOSERM7A,cinema;films;movies;coming soon;cinemas;yorkgate;entertainment;uk;multiplex;film,UK,Cinema companies,,,Leis,Hobb,MI32;HP01,,,,,,,,,30/06/2023 13:51:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,TI39,,Citroen Car Dealers,E:\Citdeal\,120,100,Normal,True,1,8,1,UKAUTDLN30C,citreon;citroen vehicles;citroen cars;vehicles;new cars;citreon cars;citroen cars uk;vehicle;used cars;citroen range,UK,Citroen Car Dealer companies,,,Moto,Deal,NT13;TI10,IN84W,,,,,,,,21/09/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,CS25,,Civil Engineering,E:\Civil\,2400,100,Normal,True,1,8,1,UKCONBCM9A,civil;engineer;engineering;ground;works;construction;utility;utilities;public,UK,Civil Engineering companies,,,Buil,Cont,,,,,,,,,,15/02/2024 15:50:12,,companies providing civil engineering and groundwork services,,Civil engineering is a professional engineering discipline that deals with the design; construction; and maintenance of the physical and naturally built environment; including works like roads; bridges; canals; dams; and buildings.,211,383,515,238,1366,1644,1450,218,588,546,603,493,240,353,471,229,10295,4937,5992,9639,14259,13860,413,,
358,CZ18,,Cladding,E:\Cladding\,300,100,Normal,True,1,8,1,UKCONPSM99A,cladding;roofing;rainscreen;uk;wall cladding;gutters;construction;insulation;design;rainscreen cladding,UK,Cladding companies,,,Buil,Timb,,,,,,,,,,25/01/2011 00:00:00,,,,In construction; cladding is used to provide a degree of thermal insulation and weather resistance; and to improve the appearance of buildings.,,,,,,,,,,,,,,,,,,,,,,,,,
18001,SV94,,Claims Management,E:\Claimsm\,1000,100,Normal,True,1,8,,UKAUTSEM17A,,UK,Claims Management companies,,,Fina,Fina,,,,,,,,,,01/12/2020 15:49:22,,companies providing advice or services in respect of claims for compensation; restitution; repayment or any other remedy for loss or damage; or in respect of some other obligation,,Claims management services consist of advice or services in respect of claims for compensation; restitution; repayment or any other remedy for loss or damage; or in respect of some other obligation,,,,,,,,,,,,,,,,,,,,,,,,,
26425,CCA2,,Class Cover Agencies,E:\CCA2\,100,50,Normal,True,1,,,UKSERREP65A,teach;supply;education;recruitment;employ;school,UK,Class Cover companies,,,Educ,Serv,,,,,,,,,,02/03/2022 10:45:49,,companies supplying classroom cover for schools,,supplying short term and long term staff,,,,,,,,,,,,,,,,,,,,,,,,,
1542,TI41,,Classic Car Specialists,E:\Classic\,1000,50,Normal,True,1,8,1,UKAUTDLM18A,restoration;classic;jaguar;car;cars;aston martin;sales;vintage;classic cars;dealer;historic;restoring;car dealer;motor dealer;motorsport;motor sport;prototype;factory specification,UK,Classic Car Specialist companies,,,Moto,Deal,,,,,,,,,,20/09/2022 13:35:03,,companies restoring and dealing in classic cars,,A classic car is an older automobile; the exact definition varies around the world. The common theme is of an older car with enough historical interest to be collectable and worth preserving or restoring rather than scrapping.,1554,1156,14969,1544,1540,1553,1523,1550,1548,1518,1526,1521,1549,1630,1025,1529,9403,4010,5266,,,,,,
1406,SV09,,Cleaning Chemical Products,E:\Cleanch\,1000,30,Normal,True,1,8,1,UKENGMAM18A,cleaning;cleaning products;chemicals;hygiene;detergents;cleaning chemicals;cleaners;disinfectant;disinfectants;clean,UK,Cleaning Chemical Products companies,,,Clea,Supp,,HOCL,,,,,,,,29/06/2016 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,SV16,,Cleaning Machines,E:\Clemach\,1000,20,Normal,True,1,8,1,UKENGMAM20A,cleaning;pressure washers;cleaning equipment;numatic;equipment;vacuum;janitorial supplies;clean,UK,Cleaning Machines companies,,,Clea,Supp,,HOCL,,,,,,,,14/03/2025 11:58:54,,companies manufacturing and supplying floor cleaning machines,,sales; hire; service and support of industrial cleaning machines for UK commercial; warehouse and office use.,,,,,,,,,,,,,,,,,,,,,,,,,
22576,CR01,,Cleanrooms & Products,E:\Cleanroo\,1000,100,Normal,True,1,,,UKPROSEM12A,cleanroom;clean room;containment;hygiene;healthcare;pharmaceutical;laboratory,UK,Cleanrooms & Products,,,Proc,HeMe,,,,,,,,,,07/01/2019 09:30:38,,Companies designing; constructing; maintaining and installing clean rooms,,A cleanroom or clean room is a facility ordinarily utilized as a part of specialized industrial production or scientific research; including the manufacture of pharmaceutical items and microprocessors. Cleanrooms are designed to maintain extremely low levels of particulates; such as dust; airborne organisms; or vaporized particle,,,,,,,,,,,,,,,,,,,,,,,,,
22616,LCW1,,Climbing Centres,E:\Climbing\,1000,100,Normal,True,1,,,UKLEICTM39A,climb;wall;centre;mountain;indoor;outdoor;rope,UK,Climbing Centres,,,Leis,Leis,,,,,,,,,,07/02/2020 14:35:38,,companies operating and managing climbing walls and centres,,a wall at a sports centre or in a gymnasium fitted with attachments to simulate a rock face for climbing practice,,,,,,,,,,,,,,,,,,,,,,,,,
22116,LI99,,Climbing Equipment Manufacturers,E:\Climb\,1000,100,Normal,True,1,,,UKLEIEQM63A,climb;mountain;rock;outdoor;boot;wall;grip;chalk;finger support;rope;clipping;sling;runner,UK,,,,Leis,Equi,,,,,,,,,,28/03/2018 00:00:00,,companies manufacturing and supplying rock climbing equipment and accessories,,A sling or runner is an item of climbing equipment consisting of a tied or sewn loop of webbing that can be wrapped around sections of rock; hitched (tied) to other pieces of equipment or even tied directly to a tensioned line using a prusik knot,,,,,,,,,,,,,,,,,,,,,,,,,
23845,HCC1,,Clinical Insourcing,E:\Insourc\,100,50,Normal,True,1,,,UKHEACSM76A,insourcing;medical;health;nhs;locum;staff;waiting;clinical;elective;triage;treatment;surgical;patient;assesment,UK,Clinical Insourcing companies,,,Heal,HeMe,,,,,,,,,,11/03/2020 11:52:52,,companies insourcing across the NHS to secure extra clinical capacity to meet increasing demand,,NHS organisation sub-contracts medical services/procedures. ... Insourcing is largely focused on secondary care and the services are used out of hours when the premises/equipment is not being used by the NHS; thus making efficient use of the services.,,,,,,,,,,,,,,,,,,,,,,,,,
900,HC31,,Clinical Research,E:\Medphar\,1000,30,Normal,True,1,8,1,UKHEACSM13A,clinical trials;cro;clinical research;biotechnology;contract research organization;pharmaceutical development;consulting;drug development services;pharmaceutical outsourcing;preclinical,UK,Clinical Research companies,,,Heal,Othe,,HE20W,,,,,,,,05/12/2019 15:55:03,,companies providing clinical research and trials for the healthcare sector,,Clinical research is a branch of healthcare science that determines the safety and effectiveness (efficacy) of medications; devices; diagnostic products and treatment regimens intended for human use. These may be used for prevention; treatment; diagnosis or for relieving symptoms of a disease. Clinical research is different from clinical practice.,,,,,,,,,,,,,,,,,,,,,,,,,
1145,NT01,,Clinical Waste Management,E:\Clinmed\,1000,50,Normal,True,1,8,1,UKCHESUM16A,medical waste;waste management;healthcare waste;clinical;disposal;hazardous;sharps,UK,Clinical Waste Management companies,,,Envi,Wast,,,,,,,,,,16/10/2019 16:18:34,,companies collecting; transporting and disposing of clinical and medical waste,,Biomedical waste is any kind of waste containing infectious (or potentially infectious) materials.[1] It may also include waste associated with the generation of biomedical waste that visually appears to be of medical or laboratory origin (e.g.; packaging; unused bandages; infusion kits; etc.); as well research laboratory waste containing biomolecules or organisms that are restricted from environmental release.,,,,,,,,,,,,,,,,,,,,,,,,,
284,CT06,,Clocks & Watches,E:\Clocks\,1000,100,Normal,True,1,8,1,UKCLOSPM6A,watches;jewellery;watch;jewellers;clocks;gifts;timepieces;luxury,UK,Clocks & Watches companies,,,Clot,Jewe,,,,,,,,,,27/11/2017 16:57:17,,companies manufacturing and selling clocks and watches,,Clocks and watches:In general usage a quot;clockquot; refers to any device for measuring and displaying the time. Watches and other timepieces that can be carried on one's person.,297,303,18265,319,4942,4977,5185,5186,10570,5995,9415,10003,13736,288,316,4270,,,,,,,,,
16700,CT08,,Clothing Designers,E:\Clothdes\,1000,100,Normal,True,1,8,,UKCLOPDM52A,,UK,Clothing Designers companies,,,Clot,Mana,,,,,,,,,,17/10/2016 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,CT10,,Clothing Manufacturing,E:\Clothman\,1000,80,Normal,True,1,8,1,UKCLOPDM7A,clothing manufacturers; clothing producers; clothing makers; couture; garment design and manufacturing; mass produced clothing; tailor-made clothing; fitness apparel; fashion; menswear; womenswear; childrenswear; babywear. knitwear; jumpers; hosiery; trousers; jackets,UK,Clothing Manufacturing companies,,,Clot,Clot,,,,,,,,,,25/03/2025 17:01:40,,companies manufacturing all types of clothing,,The clothing manufacturing business sector involves the production of garments and apparel from raw materials such as fabric; thread; and other textiles. This sector encompasses various stages of the production process; including design; cutting; sewing; and finishing; to create clothing items for consumers. It includes companies that produce everything from everyday wear to high-fashion items; serving markets both domestically and globally. Clothing may be mass produced under a clothing brand or made individually by tailors or couturiers. The report includes all types of clothing including sports and occasion wear; and companies may be specialised in menswear; womenswear or childrenswear.,16700,339,288,12690,322,311,332,279,290,291,286,300,326,14798,10275,5996,9416,14951,13618,10433,10274,10830,,,
288,CT11,,Clothing Retailers,E:\Clothret\,1500,100,Normal,True,1,8,1,UKCLOSPM8A,fashion;clothing;menswear;shoes;accessories;jackets;knitwear;trousers;clothes;shop;online;internet;ladies;tailor;outfitter;boutique,UK,Clothing Retailers,,,Clot,Reta,FN21;CT90,CLTR,,,,,,,,14/01/2021 17:08:55,,,,,,,,10277,,,,,,,,,,,,,,,,,,,,,
290,CT13,,Clothing Wholesalers,E:\Clothwho\,1000,100,Normal,True,1,8,1,UKCLOSPM9A,clothing;gloves;london;workwear;jackets;trousers;boots;shorts;jeans,UK,Clothing Wholesaling companies,,,Clot,Supp,,,,,,,,,,31/01/2017 00:00:00,,companies supplying and distributing fashion clothing,,Wholesale fashion distribution refers to the global market of bulk clothing sales; in which producers; wholesalers and sellers are involved in a commercial; business-to-business process.,297,288,287,10279,4944,317,10546,10152,13841,286,298,304,315,319,326,10277,,,,,,,,,
26980,EGMC,,CNC Machining Services,E:\EGMC\,2000,100,Normal,True,1,,,UKENGSUM77A,engineering;precision;cnc;machining;turning;miling;aerospace;component,UK,CNC Machining companies,,,Engi,Cont,,,,,,,,,,28/11/2022 12:51:52,,companies providing cnc machining and turning services,,Machining; also known as subtractive manufacturing; is a prototyping and manufacturing process that creates the desired shape by removing unwanted material from a larger piece of material.,,,,,,,,,,,,,,,,,,,,,,,,,
1340,SD16,,Coach Operators,E:\Coach\,1000,20,Normal,True,1,8,1,UKHOSTRM13A,coach hire;coaches;coach;coach holidays;bus;travel;coach travel;coach tours;buses;coach operator.,UK,Coach,,,Tran,Pass,,,,,,,,,,15/07/2024 17:00:00,,companies providing coach hire and tours,,Coach services generally travel further than; and do not stop as frequently as bus services. It is common; but not universal; for coach travel to require advance purchase of tickets; whereas on buses tickets are mostly bought (or; increasingly; electronic payment is made) on board. The distinction is not absolute; and some coach services; especially in Scotland; operate as local bus services over sections of route where there is no other bus service.,1339,1366,1003,1367,992,991,1015,1617,1599,994,984,4891,4043,6283,14870,9894,13605,,,,,,,,
1122,MT33,,Coatings,E:\Coatspe\,1000,60,Normal,True,1,8,1,UKMETSPM12A,coatings;treatment;finishing;coating;surface;metal;corrosion;waterproof,UK,Coating Specialists,,,Meta,Proc,,,,,,,,,,25/07/2019 12:45:35,,companies manufacturing; supplying and the application of all types of industrial coatings,,A coating is a covering that is applied to the surface of an object; usually referred to as the substrate. The purpose of applying the coating may be decorative; functional; or both. The coating itself may be an all-over coating; completely covering the substrate; or it may only cover parts of the substrate. An example of all of these types of coating is a product label on many drinks bottles- one side has an all-over functional coating (the adhesive) and the other side has one or more decorative coatings in an appropriate pattern (the printing) to form the words and images.,,,,,,,,,,,,,,,,,,,,,,,,,
726,FI88,,Coffee Machine Suppliers & Installers,E:\Coffee\,1000,50,Normal,True,1,8,1,UKFOOEQM15A,coffee;espresso;cappuccino;machine;latte;tea;coffee machines;machines;catering,UK,Coffee Machine Suppliers & Installers,,,Drin,PrEq,,,,,,,,,,02/01/2024 17:23:49,,companies manufacturing; supplying and installing commercial coffee machines,,Coffeemakers or coffee machines are cooking appliances used to brew coffee. While there are ..... such as tea; hot chocolate and milk-based specialty beverages. Single-cup coffee machines are designed for both home and commercial use,948,652,442,433,440,1201,441,16359,5472,4431,14332,436,,,,,,,,,,,,,
442,DR86,,Coffee Roasters,E:\Coffe\,800,50,Normal,True,1,8,1,UKDRINAM8A,coffee;coffee beans;roasted coffee;artisan coffee roasters;torrefacto;coffee roastery.single origin coffee/ground coffee/coffee blends/decafcoffee.coffee producers/coffee plantations/sourced coffee/ethically sourced cofffee/the environment/fair trade coffee/coffee cooperatives/coffee agencies or associations linking farmers to the coffee market/coffee procurement agencies/roasted coffee suppliers/importers & exporters of roasted coffee/logistics of coffee/coffee warehousing/wholesale coffee roasters/retailers of roasted coffee/online roasted coffee retailers/direct trade from the farmer & the roastery/procurement of roasted coffee beans/coffee shops.coffee;espresso;cafe latte;allegra;barista;organic.coffee beans/robusta beans (african coffee beans)/excelso beans & supremo beans (arabica cultivars or columbian coffee beans)/brazilian arabica cofee beans/ciao italian coffee beans/ciao baristo coffee beans.liquid roast coffee;coffee capsules;instant coffee;filter coffee;decaffe coffee;cold brew coffee;iced coffee;coffee cuppers;nespresso.,UK,Coffee Roasting companies,,,Drin,Food,,,,,,,,,,09/09/2024 15:17:17,,companies engaged in the coffee roasted trade process.these include:producers of coffee beans (farmers/coffee plantations) from the start of the process to coffee roasteries and the whole chain of coffee procurement;i.e. suppliers (sourced or direct);wholesalers & retailers of roasted coffee.,green coffee beans (raw beans) are roasted so they can become coffee.this process of roasting raw beans; not only changes the colour of the coffee beans but gives the beans its aroma & flavour.different types of coffee beans around the world - once roasted gives its own character;i.e. its own coffee blend (flavour).,,1201,726,981,441,450,966,16359,5472,10281,6264,14764,9419,9420,9903,13619,979,19519,14668,,,,,,,
29402,DRC1,,Coffee Wholesalers,E:\DRC1\,500,50,Normal,True,1,,,UKDRINAM23A,coffee;bean;roast;cafe,UK,Coffee Wholesalers,,,Drin,Supp,,,,,,,,,,17/09/2024 16:02:53,,companies supplying coffee to roasters and retailers,,A coffee supplier is a business that buys coffee beans from exporters in the country of origin and sells them to roasters or other businesses,,,,,,,,,,,,,,,,,,,,,,,,,
28900,LIC6,,Coin Dealers,E:\LIC6\,150,50,Normal,True,1,,,UKLEISPP4A,coin;auction;buy;sell,UK,,,,Leis,Deal,,,,,,,,,,08/01/2024 16:10:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,SD20,,Cold Storage,E:\Coldstor\,400,35,Normal,True,1,8,1,UKTRARRM14A,cold storage;frozen;distribution;transport;logistics;storage;coldrooms;freezer;coldstores;refrigeration;ambient,UK,Cold Storage companies,,,Tran,Ware,,,,,,,,,,04/07/2025 14:47:32,,companies providing cold storage services,,The report looks into companies who provide a cold storage service.  Cold storage refers to  a temperature controlled environment to preserve and extend the life of a perishable item like: pharmaceutical products; chemicals; food and beverages.  This report looks at cold storage facilities based on a physical site that are often large warehouses that serve to help the logistics process.,,,,,,,,,,,,,,,,,,,,,,,,,
1342,SD19,,Coldroom Construction,E:\Coldroo\,1000,100,Normal,True,1,8,1,UKFOOEQM16A,refrigeration;coldrooms;air conditioning;coldstores;chillers;coldroom;cold rooms;freezer;freezers;coldstore,UK,Coldroom Construction companies,,,Tran,Ware,,,,,,,,,,11/04/2019 15:17:31,,,,,,,,4949,,,,,,,,,,,,,,,,,,,,,
60,CI07,,Colour Manufacturers & Suppliers,E:\Colours\,1000,80,Normal,True,1,8,1,UKCHECHP0B,pigment;dyes;colour;dye;uk;coating;colourant;,UK,Colour Manufacturers & Suppliers,,,Chem,Pain,,,,,,,,,,21/07/2021 09:19:10,,,,,,,,10321,,,,,,,,,,,,,,,,,,,,,
375,CZ36,,Commercial Architectural Glazing,E:\Alufram\,500,25,Normal,True,1,8,1,UKCONPSM91A,windows;doors;aluminium;curtain walling;shopfront;glazing;commercial;facade;,UK,Commercial Architectural Glazing companies,,,Buil,Glas,,,,,,,,,,31/01/2020 12:20:17,,companies manufacturing; supplying and installing commercial windows and doors,,Architectural glazing in its broadest sense is a term that can be used to describe any of the glazed elements in a building. It particularly refers to expansive glass facades and glass that forms a feature of a building.,,,,,,,,,,,,,,,,,,,,,,,,,
951,HP26,,Commercial Catering Engineers,E:\Catserv\,1000,50,Normal,True,1,8,1,UKFOOEQN12B,catering equipment;commercial catering equipment;catering;refrigeration;equipment;service;maintenance;kitchen;commercial,UK,Commercial Catering Engineers,,,Food,Cate,,,,,,,,,,13/07/2017 09:55:53,,companies providing servicing; maintenance and repairs of commercial catering equipment,,Catering is the business of providing food service at a remote site or a site such as a hotel; public house (pub); or other location. Catering has evolved to become an artisanal affair. Caterers now create an experience that involves the senses.,,,,,,,,,,,,,,,,,,,,,,,,,
1417,SV20,,Commercial Cleaning Services,E:\Cleanser\,2000,100,Normal,True,1,8,1,UKSERCGM8A,cleaning;office cleaning;window cleaning;cleaning services;contract cleaning;commercial cleaning;carpet cleaning;industrial cleaning,UK,Commercial Cleaning companies,,,Clea,Cont,,,,,,,,,,24/03/2025 12:48:17,,companies providing commercial cleaning services for buildings,,Commercial cleaning services provide cleaning and maintenance for businesses; offices; industrial spaces; and other commercial facilities. The report includes companies providing a range of tasks such as office cleaning; restroom and sanitisation cleaning and floor and window cleaning services.,1484,1404,1446,268,1411,1415,1145,1167,14697,493,1447,234,84,1578,388,120,10251,4941,5994,9414,9904,16627,,,
1485,SV92,,Commercial Deep Cleaning,E:\Kitchcl\,1000,30,Normal,True,1,8,1,UKSERCGM31A,cleaning;services;catering;duct cleaning;office cleaning;cleaning services;commercial;contract cleaning;duct cleaning services;infection prevention;deep;kitchen;catering;covid,UK,Commercial Deep Cleaning companies,,,Clea,Cont,,,,,,,,,,12/11/2020 15:57:38,,companies providing commercial kitchen and factory deep cleaning services,,A deep clean is defined as an exceptionally systematic clean of an area; especially a detailed clean of a hospital with the intent to reduce contamination and control infection.,,,,,,,,,,,,,,,,,,,,,,,,,
1622,ZI73,,Commercial Diving,E:\Comdiv\,1000,50,Normal,True,1,8,1,UKENESUM4A,rov;marine;underwater;diving;tiger;construction;commercial diving;commercial;diving services;submarine,UK,Commercial Diving companies,,,Ener,Oil,EN60;EG79,OGEX,,,,,,,,27/03/2025 12:25:06,,companies providing commercial diving services,,Professional diving is diving where the divers are paid for their work. There are several branches of professional diving; the best known of which is probably commercial diving. Any person wishing to become a professional diver normally requires specific training that satisfies any regulatory agencies which have local authority,,,,,,,,,,,,,,,,,,,,,,,,,
807,FN31,,Commercial Flooring Contractors,E:\Floorcon\,1000,90,Normal,True,1,8,1,UKFURSEM30A,flooring;carpet;carpet tiles;vinyl;carpets;commercial;floor;commercial flooring;wood flooring,UK,Commercial Flooring Contracting companies,,,Furn,Floo,,,,,,,,,,28/08/2024 11:06:47,,companies installing all types of flooring in commercial buildings,,Commercial flooring contractors install all types of floorcoverings; including carpeting; vinyl flooring; tile; hardwood and laminate flooring. The report includes flooring contractors who fit and install flooring mainly for commercial premises.,861,1620,808,837,131,784,834,809,810,5070,58,218,254,234,194,217,393,255,,,,,,,
837,FN63,,Commercial Interior Fit-Out Contractors,E:\Offrefur\,1500,100,Normal,True,1,8,1,UKFURTCM50A,office refurbishment;refurbishment;refurbishment projects/space planning & design/interior building construction/design & build/workspaces/office design;office outfit & refurbishment/retail outfit,UK,Commercial Interior Fit-Out Contractors,,,Offi,Serv,,,,,,,,,,03/12/2024 13:10:27,,companies fitting out shops; offices; hotels and restaurants,,Fitout contractors customise the interior of a commercial space to meet specific functional; aesthetic and brand related requirements. This includes designing; furnishing and equipping the interior of a building or space. Fit outs range from a simple makeover or renovation to a full-scale remodel of the interior space. The most common industries that require a fitout are; offices; retail; hospitality and leisure; industrial; education; healthcare and residential.,131,199,247,211,251,835,834,830,865,14617,4921,6063,16274,807,861,493,254,200,12688,,,,,,
1443,SV47,,Commercial Laundry Equipment,E:\Laundeq\,1000,40,Normal,True,1,8,1,UKCLOSPM10A,industrial washing machines;commercial laundry equipment;electrolux;industrial laundry equipment;laundry equipment;laundry;commercial washing machines;miele;equipment;washers,UK,Commercial Laundry Equipment companies,,,Clea,Supp,,,,,,,,,,21/03/2019 11:20:02,The companies included in the report manufacture and sell professional and industrial laundry equipment.,The companies included in the report manufacture and sell professional and industrial laundry equipment.,The report includes companies that manufacture and sell professional and industrial laundry equipment. Companies that manufacture domestic laundry machinery should be excluded unless they produce also machines for industrial and professional usage.,The report includes companies that manufacture and sell professional and industrial laundry equipment. Companies that manufacture domestic laundry machinery should be excluded unless they produce also machines for industrial and professional usage.,,,,10410,,,,,,,,,,,,,,,,,,,,,
1360,SD40,,Commercial Moving,E:\Indrem\,500,50,Normal,True,1,8,1,UKTRARRM15A,removals;uk;relocation;office relocation;business removals;moving;move management;london;business relocation;office moves,UK,Commercial Moving companies,,,Tran,Road,,,,,,,,,,27/10/2023 13:14:48,,Commercial moving involves the relocation of office equipment; including office furniture – desks; desk chairs; sofas – electronic equipment; photocopiers; printers; scanners; desktop computers; and more. Commercial movers also transport the contents of laboratories and warehouses like machinery; crates; and pallets.,,,,,,5051,,,,,,,,,,,,,,,,,,,,,
1288,PI42,,Commercial Printing,E:\Printers\,1800,40,Normal,True,1,8,1,UKPRIPPM44A,printing;print;printers;digital;brochures;design;business cards;leaflets;litho;screen;mail;graphic;direct;commercial,UK,Commercial Printing companies,,,Prin,Prin,,,,,,,,,,09/08/2024 13:47:58,,companies providing commercial printing services such as digital; litho and large format,,Commercial printing is basically a printing device used for businesses; such as brochures and leaflets. However; there's not only one type and each one is used for a different purpose. The different types of commercial printing we're going to look at are: Offset Lithography.,1291,1311,,1284,1294,1260,1272,1292,1278,1265,1322,1295,1308,1290,1281,10284,1262,5353,14036,6198,9617,14237,,,
251,CS75,,Commercial Property Developers,E:\Propdev\,1000,100,Normal,True,1,8,1,UKSERPTM19A,new homes;development;property development;property;construction;residential;industrial;property developers;homes;house builder;housebuilding;construction;property investment,UK,Commercial Property Developers,,,Prop,Buil,,,,,,,,,,15/01/2020 12:51:25,,companies developing residential; leisure and office properties,,property developers are a person or company that makes money by building houses or renovating existing properties for sale.,229,14708,211,1481,1612,1404,1434,1160,206,199,349,5360,5156,10500,4225,6101,6213,9514,9619,11179,14640,13856,13853,,
1160,NT17,,Commercial Property Management,E:\Propman\,1100,30,Normal,True,1,8,1,UKSERPTM67A,property;estate;letting;properties;residential;homes;house;construction;developers,UK,Commercial Property Management companies,,,Prop,Acco,,,,,,,,,,11/04/2025 14:02:22,,companies managing and owning properties and estates,,Property management is the administration of residential; commercial and industrial real estate including apartments; detached houses; condominium units and shopping centers. Property management typically involves the managing of property that is owned by another party or entity,11607,1434,224,1481,1612,1404,5045,9463,13786,19528,10013,10072,14708,200,12685,14710,4367,16235,16358,,,,,,
528,EG99,,Commercial Refrigeration Suppliers,E:\Refwho\,1000,35,Normal,True,1,8,1,UKFOOEQN54B,refrigeration;air conditioning;commercial refrigeration;fridges;catering equipment;freezers;chillers;cold rooms;cooling;uk,UK,Commercial Refrigeration Suppliers,,,Food,Equi,,,,,,,,,,02/11/2023 15:42:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,TI79,,Commercial Vehicle Body Builders,E:\Vehibody\,1000,50,Normal,True,1,8,1,UKAUTPDM19A,van;vehicle;repair;truck;commercial;vans;commercial vehicle;trailer;body builder;panel beater;panels;conversion;parts;bodybuilding;commercials;fleet;contract hire;curtainsider,UK,Commercial Vehicle Body Building companies,,,Moto,Prod,,,,,,,,,,22/02/2023 14:00:06,,companies producing commercial vehicle bodies and parts,,commercial vehicle body builders; supplying bodywork to a wide range of customers including major rental fleets; contract hire and logistics companies and also as part of chassis manufacturers drive away body programmes,1524,14711,1536,1522,1634,1561,1560,18381,18268,1156,1523,1557,5523,16726,15001,10131,16501,5115,1541,1220,1555,,,,
1537,TI34,,Commercial Vehicle Breakdown & Recovery,E:\Combreak\,1000,40,Normal,True,1,8,1,UKAUTSEM20A,vehicle;breakdown;recovery;vehicle recovery;accident;24 hour recovery;hgv recovery;incident management;repairs;commercial mot nailsea,UK,Commercial Vehicle Breakdown & Recovery companies,,,Moto,Serv,TI25;TI32,,,,,,,,,08/11/2016 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,TI31,,Commercial Vehicle Dealers,E:\Comvdeal\,1000,100,Normal,True,1,8,1,UKAUTDLM21A,vans;trucks;truck;used trucks;used vans;mercedes;used daf;van;hgv vehicle;minibus;tipper;pickup;dropside;trailer;bulk tanker;commercial vehicles;dealerships;contract hire & lease of vehicle/vechile rental/vehicle sale/part exhange/vehicle buyers.vehile sourcing/dealer exchange.pre-owned commercial vehicles;heavy commercial vehicles;refridgerated vehicle;buying & selling commercial vehicles.b2b vehicle dealers/b2c vehicle dealers.van & truck dealers/dealers offering company cars/dealers offering cars for fleet service (vehicle for business usage).commercial vehicle specialist/commercial vehicle brokers/partnership with vehicle community (truck;van & bus businesses).buying of commercial vehicles;stock of commercial vehicles.,UK,Commercial Vehicle Dealers,,,Moto,Deal,,,,,,,,,,23/11/2023 16:54:53,,companies selling new and used trucks; trailers; vans and passenger carrying vehicles,,A commercial vehicle is any type of motor vehicle used for transporting goods or paid passengers; as commercial vehicles may be fleet vehicles; company cars; or other vehicles used for business.,1561,1156,1559,1560,18192,1634,1522,1534,1384,5266,1558,1524,5523,15001,5514,9424,9907,1537,1375,1347,1339,,,,
1524,TI11,,Commercial Vehicle Parts,E:\Commot\,1000,30,Normal,True,1,8,1,UKAUTPDM22A,vehicle parts manufacturers; vehicle parts suppliers; vehicle parts suppliers; vehicle parts retailers; truck; bus; bearings; brakes; truck parts; daf; trucks; trailer; van; electric vehicle; recycled daf parts,UK,Commercial Vehicle Parts companies,,,Moto,Part,,,,,,,,,,23/01/2025 12:38:31,,,,The report includes manufacturers and suppliers (wholesalers; distributors and retailers) of commercial vehicle parts.  Parts can include any internal or external components such as the engine; suspension systems; and electronics; as well as vehicle body parts like roof panels; windows and wheels. For this report the parts must be specifically for commercial vehicles; i.e. vans; buses; trucks and utility vehicles. The report excludes any companies doing primarily repair and maintenance or other services such as fit out or ply lining.,,,,,,,,,,,,,,,,,,,,,,,,,
